"ID","Lake","Lake_type","ID_Art","Order","Suborder","Taxon_agg","Taxon","BD","ship_EM","ship_DM","ship_DM_I","DM_all","AFDM_all","LOM","ind_1","ind_2","ind_3","ind_4","ind_5","ind_6","ind_7","ind_8","ind_9","ind_10","ind_11","ind_12","ind_13","ind_14","ind_15","ind_16","no_ind","length_ind","M_ind","M_type"
1967,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Dikerogammarus sp.","BL",122.69,125.52,NA,2.82,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.1,2.82,"DM"
1968,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammaridae","HL",123.82,123.91,NA,0.09,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.46,0.09,"DM"
1969,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammaridae","HL",118.92,119.02,NA,0.1,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.5,0.1,"DM"
1970,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammaridae","HL",122.45,122.51,NA,0.06,NA,NA,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.77,0.06,"DM"
1971,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Dikerogammarus sp.","HL",127.3,135.55,NA,8.25,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.64,8.25,"DM"
1972,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",125.01,132.33,NA,7.32,NA,NA,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.83,7.32,"DM"
1973,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",122.29,128.94,NA,6.65,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.64,6.65,"DM"
1974,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Dikerogammarus villosus","HL",119.98,126.2,NA,6.22,NA,NA,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.44,6.22,"DM"
1975,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",123.85,134.79,NA,10.94,NA,NA,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.69,10.94,"DM"
1976,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",144.47,149.6,NA,5.13,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.42,5.13,"DM"
1977,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Dikerogammarus haemobaphes","HL",124.76,131.2,NA,6.44,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.48,6.44,"DM"
1978,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Dikerogammarus villosus","HL",127.23,136.47,NA,9.24,NA,NA,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.69,9.24,"DM"
1979,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",120.73,123.01,NA,2.28,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,2.28,"DM"
1980,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",121.1,129.93,NA,8.83,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.96,8.83,"DM"
1981,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",118.39,122.26,NA,3.87,NA,NA,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.58,3.87,"DM"
1982,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",119.16,126.56,NA,7.4,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.73,7.4,"DM"
1983,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Dikerogammarus sp.","HL",124.27,124.77,NA,0.5,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.72,0.5,"DM"
1984,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",126.82,130.34,NA,3.52,NA,NA,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.66,3.52,"DM"
1985,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Dikerogammarus haemobaphes","HL",119.54,128.18,NA,8.64,NA,NA,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.96,8.64,"DM"
1986,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",131.79,139.62,NA,7.83,NA,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.71,7.83,"DM"
1987,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",123.21,126.4,NA,3.19,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.42,3.19,"DM"
1988,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Dikerogammarus haemobaphes","HL",123.18,134.51,NA,11.33,NA,NA,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.87,11.33,"DM"
1989,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",127.26,130.33,NA,3.07,NA,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.21,3.07,"DM"
1990,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",119.68,137.09,NA,17.41,NA,NA,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.11,17.41,"DM"
1991,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",120.49,122.99,NA,2.5,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.17,2.5,"DM"
1992,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",120.2,127.55,NA,7.35,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.36,7.35,"DM"
1993,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",125.32,135.21,NA,9.89,NA,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.77,9.89,"DM"
1994,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammarus robustoides","HL",120.5,121.78,NA,1.28,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.07,1.28,"DM"
1995,"Scharmützelsee","Deep dimictic lake",NA,"Crustacea","Amphipoda","Pontogammaridae","Pontogammaridae","HL",121.13,121.19,NA,0.06,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.46,0.06,"DM"
1996,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",58.81,62.67,62.51,3.86,0.16,-0.01,2.66,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.68,0.08,"AFDM"
1997,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33,34.58,34.37,1.58,0.21,0.03,1.83,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.85,0.09,"AFDM"
1998,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.86,36.41,36.1,2.55,0.31,0.03,1.88,1.87,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.87,0.09,"AFDM"
1999,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.39,33.34,33.06,1.95,0.28,0.03,1.6,1.66,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.64,0.08,"AFDM"
2000,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",92.41,110.8,109.35,18.39,1.45,-0.01,3.76,3.73,3.72,3.76,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.73,0.29,"AFDM"
2001,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.07,32.74,32.63,0.67,0.11,0.03,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.57,0.08,"AFDM"
2002,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.11,34.68,34.36,3.57,0.32,-0.01,2.09,2.07,2.07,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.06,0.08,"AFDM"
2003,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.48,48.5,47.31,15.02,1.19,0.03,4.58,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.55,0.58,"AFDM"
2004,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.21,34.67,34.47,1.46,0.2,0.03,1.75,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.73,0.08,"AFDM"
2005,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",84.33,92.55,91.38,8.22,1.17,-0.01,3.79,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.75,0.59,"AFDM"
2006,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.56,46.43,45.22,13.87,1.21,0.03,4.47,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.46,0.59,"AFDM"
2007,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.62,46.15,44.93,13.53,1.22,0.03,4.28,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.27,0.6,"AFDM"
2008,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",35.48,38.58,38.29,3.1,0.29,-0.01,1.88,1.88,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.88,0.1,"AFDM"
2009,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.83,37.29,36.8,3.46,0.49,0.03,1.53,1.53,1.51,1.53,1.54,1.5,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.52,0.07,"AFDM"
2010,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",86.85,100.27,99.11,13.42,1.16,-0.01,3.55,3.59,3.56,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.56,0.29,"AFDM"
2011,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.74,40.33,39.4,8.59,0.93,0.03,3.22,3.2,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.21,0.3,"AFDM"
2012,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.59,34.14,33.88,1.55,0.26,0.03,1.44,1.46,1.44,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.45,0.06,"AFDM"
2013,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.42,48.05,46.85,14.63,1.2,0.03,4.57,4.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.54,0.59,"AFDM"
2014,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.8,34.08,33.87,1.28,0.21,0.03,1.12,1.14,1.13,1.14,1.13,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.14,0.03,"AFDM"
2015,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.06,31.79,31.63,0.73,0.16,0.03,1.05,1.05,1.07,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.06,0.03,"AFDM"
2016,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",51.72,71.25,69.69,19.53,1.56,-0.01,3.76,3.75,3.75,3.79,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.76,0.31,"AFDM"
2017,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.88,33.43,33.29,0.55,0.14,0.03,1.08,1.09,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.09,0.04,"AFDM"
2018,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.65,35.56,35.26,1.91,0.3,0.03,1.23,1.21,1.22,1.23,1.21,1.24,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.22,0.04,"AFDM"
2019,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.19,33.19,33.02,1,0.17,0.03,1.34,1.35,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.35,0.05,"AFDM"
2020,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.25,33.2,33.03,0.95,0.17,0.03,1.17,1.18,1.19,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.18,0.04,"AFDM"
2021,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",61.16,69.08,68.55,7.92,0.53,-0.01,2.86,2.86,2.83,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.85,0.13,"AFDM"
2022,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",37.95,39.82,39.69,1.87,0.13,-0.01,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.53,0.14,"AFDM"
2023,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.99,36.3,35.96,2.31,0.34,0.03,1.6,1.6,1.64,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.62,0.08,"AFDM"
2024,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.63,46.75,45.6,14.12,1.15,0.03,4.46,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.48,0.56,"AFDM"
2025,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.57,42.65,41.48,10.08,1.17,0.03,4.31,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.31,0.57,"AFDM"
2026,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.94,36.61,36.13,3.67,0.48,0.03,2.21,2.28,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.26,0.15,"AFDM"
2027,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",87.47,113.77,111.83,26.3,1.94,-0.01,3.92,3.92,3.92,3.94,3.99,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.94,0.32,"AFDM"
2028,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",94.45,117.38,115.74,22.93,1.64,-0.01,3.99,3.98,3.97,3.98,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.97,0.33,"AFDM"
2029,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",94.69,118.18,116.53,23.49,1.65,-0.01,4.08,4.04,4,4.08,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4.05,0.33,"AFDM"
2030,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.81,37.53,36.89,4.72,0.64,0.03,2.41,2.42,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.41,0.2,"AFDM"
2031,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",48.59,71.28,69.54,22.69,1.74,-0.01,3.81,3.88,3.86,3.84,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.84,0.35,"AFDM"
2032,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",34.59,37.14,36.94,2.55,0.2,-0.01,2.42,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.42,0.1,"AFDM"
2033,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",34.35,37.02,36.62,2.67,0.4,0.03,2.02,2.08,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.05,0.12,"AFDM"
2034,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",86.2,107.5,105.94,21.3,1.56,-0.01,3.69,3.62,3.67,3.66,3.65,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.65,0.26,"AFDM"
2035,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",76.88,81.89,81.35,5.01,0.54,-0.01,3.29,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.29,0.27,"AFDM"
2036,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",69.51,77.79,76.83,8.28,0.96,-0.01,4.21,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.25,0.48,"AFDM"
2037,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.46,39.45,38.44,7.99,1.01,0.03,3.72,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.72,0.49,"AFDM"
2038,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.5,41.83,40.76,9.33,1.07,0.03,3.59,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.56,0.52,"AFDM"
2039,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.05,51.95,50.36,18.9,1.59,0.03,4.99,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.97,0.78,"AFDM"
2040,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",95.42,105.43,104.66,10.01,0.77,-0.01,2.79,2.7,2.75,2.73,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.74,0.16,"AFDM"
2041,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",55.95,61.2,60.88,5.25,0.32,-0.01,3.09,3.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.06,0.16,"AFDM"
2042,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",70.22,72.94,72.78,2.72,0.16,-0.01,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.9,0.17,"AFDM"
2043,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.94,55.33,53.52,22.39,1.81,0.03,5.18,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.14,0.89,"AFDM"
2044,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",73.98,76.85,76.65,2.87,0.2,-0.01,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.13,0.21,"AFDM"
2045,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",90.45,95.45,95.09,5,0.36,-0.01,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.01,0.37,"AFDM"
2046,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",85.14,94.27,93.51,9.13,0.76,-0.01,3.88,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.85,0.38,"AFDM"
2047,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",87.75,98.64,97.84,10.89,0.8,-0.01,4.16,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.15,0.4,"AFDM"
2048,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",33.43,34.4,34.23,0.97,0.17,0.03,1.28,1.26,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.27,0.05,"AFDM"
2049,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",31.16,40.77,39.99,9.61,0.78,0.03,4.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.93,0.75,"AFDM"
2050,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",57.02,64.72,64.17,7.7,0.55,-0.01,3.3,3.35,3.33,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.32,0.14,"AFDM"
2051,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",35.68,37.13,36.99,1.45,0.14,-0.01,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.39,0.15,"AFDM"
2052,"Scharmützelsee","Deep dimictic lake",8251,"Gastropoda","Gastropoda","Potamopyrgus antipodarum","Potamopyrgus antipodarum","SH",32.49,49.67,48.17,17.18,1.5,0.03,4.76,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4.76,0.74,"AFDM"
